,countries,Funding,counts
18113,United Arab Emirates,"Meso Scale Diagnostics, MSD",1
18114,United Arab Emirates,Ministry of Health Katsina,1
18115,United Arab Emirates,Ministry of Health Mexico,1
18116,United Arab Emirates,Moorfields Eye Charity,1
18117,United Arab Emirates,NAPP,1
18118,United Arab Emirates,"NIHR Leicester Biomedical Research Centre, Leicester BRC",1
18119,United Arab Emirates,"National Eye Institute, NEI",2
18120,United Arab Emirates,"National Health and Medical Research Council, NHMRC",1
18121,United Arab Emirates,National Heart Foundation of Australia,1
18122,United Arab Emirates,"National Institute for Health Research, NIHR",1
18123,United Arab Emirates,"National Institute for Health and Care Research, NIHR",1
18124,United Arab Emirates,"National Institutes of Health, NIH",2
18125,United Arab Emirates,"National Key Research and Development Program of China, NKRDPC",1
18126,United Arab Emirates,National Natural Science Foundation,1
18127,United Arab Emirates,"National Research, Development and Innovation Office",1
18128,United Arab Emirates,Natural Science Foundation of Tianjin City,1
18129,United Arab Emirates,Noor Dubai Foundation,1
18130,United Arab Emirates,Novartis,5
18131,United Arab Emirates,Novartis Hellas,1
18132,United Arab Emirates,Novo Nordisk,5
18133,United Arab Emirates,NovoNordisk,1
18134,United Arab Emirates,NovoNordisk and Sanofi,1
18135,United Arab Emirates,Pfizer,3
18136,United Arab Emirates,"Pécsi Tudományegyetem, PTE",1
18137,United Arab Emirates,Regenerative Patch Technologies,2
18138,United Arab Emirates,"Research to Prevent Blindness, RPB",1
18139,United Arab Emirates,Roche,3
18140,United Arab Emirates,Sanofi,5
18141,United Arab Emirates,"Secretaria Nacional de Ciencia y Tecnología, SENACYT",1
18142,United Arab Emirates,"Secretaría Nacional de Ciencia, Tecnología e Innovación, SENACYT",1
18143,United Arab Emirates,Semmelweis Egyetem,1
18144,United Arab Emirates,Servier,4
18145,United Arab Emirates,Sirisha Pedapudi of Sanofi,1
18146,United Arab Emirates,Sistema Nacional de Investigaci?n,1
18147,United Arab Emirates,"Sistema Nacional de Investigadores, SNI",1
18148,United Arab Emirates,"U.S. Food and Drug Administration, FDA",1
18149,United Arab Emirates,UAB Cochrane Musculoskeletal Group Satellite Center on Network Meta-analysis,1
18150,United Arab Emirates,University of P?cs,1
18151,United Arab Emirates,University of Utah,1
18152,United Arab Emirates,Valérie Pilorget,1
18153,United Arab Emirates,Veterans Affairs Rheumatology Field Advisory Committee,1
18154,United Arab Emirates,Xiamen University Malaysia,1
18155,United Arab Emirates,Zohra Degha,1
18156,United Kingdom,", 13/0004729)",1
18157,United Kingdom,10Royal Bournemouth Hospital,2
18158,United Kingdom,11Manchester Royal Eye Hospital,2
18159,United Kingdom,1National Institute for Health Research,2
18160,United Kingdom,22York Teaching Hospital NHS Foundation Trust,2
18161,United Kingdom,25Royal Berkshire Hospital,2
18162,United Kingdom,28Singapore Eye Research Institute,2
18163,United Kingdom,2UCL,2
18164,United Kingdom,3School,2
18165,United Kingdom,A*STAR Institute of High Performance Center,2
18166,United Kingdom,A. Alfred Taubman Medical Research Institute,3
18167,United Kingdom,A.P. Moeller Foundation for the Advancement of Medical Science,2
18168,United Kingdom,AAAMD,2
18169,United Kingdom,AGADA Diabetes Education and Research Institute,1
18170,United Kingdom,AHSC,2
18171,United Kingdom,AHSC Planning & Performance Executive,2
18172,United Kingdom,AJD,1
18173,United Kingdom,"AKL Research and Development, AKLRD",1
18174,United Kingdom,AOB,2
18175,United Kingdom,ASTAR Biomedical Research Council,1
18176,United Kingdom,AYL,2
18177,United Kingdom,Aakre Foundation,1
18178,United Kingdom,Aarhus Universitets Forskningsfond,1
18179,United Kingdom,AbbVie,11
18180,United Kingdom,AbbVie-Allergan,2
18181,United Kingdom,Abbott Diabetes Care,2
18182,United Kingdom,Abbott Diagnostics,2
18183,United Kingdom,Abbott Laboratories,12
18184,United Kingdom,Abbott Products Operations AG (formerly Solvay Pharmaceuticals,1
18185,United Kingdom,Abbott and Mylan,1
18186,United Kingdom,Aberdeen Royal Infirmary,1
18187,United Kingdom,Aboriginal Medical Services Alliance,1
18188,United Kingdom,Academy of Finland,5
18189,United Kingdom,"Academy of Finland, AKA",6
18190,United Kingdom,Academy of Medical Sciences,2
18191,United Kingdom,Achiever Medical Laboratory Information Management System,1
18192,United Kingdom,Action Medical Research,1
18193,United Kingdom,"Action Medical Research, AMR",1
18194,United Kingdom,Acucela Inc.,2
18195,United Kingdom,Addenbrooke's Charitable Trust,2
18196,United Kingdom,Addenbrooke’s Charitable Trust,2
18197,United Kingdom,Adelaide Eye & Retina Centre,2
18198,United Kingdom,"Adelaide Eye & Retina Centre, South Australia",2
18199,United Kingdom,Adeleke University,1
18200,United Kingdom,Adverum Biotechnologies,4
18201,United Kingdom,Aegerion Pharmaceuticals,4
18202,United Kingdom,"Aeronautical Development Agency, ADA",2
18203,United Kingdom,"African Academy of Science, European and Developing Countries Clinical Trials Partnership",2
18204,United Kingdom,"Agence Nationale de la Recherche, ANR",5
18205,United Kingdom,"Agency for Health Care Policy and Research, AHCPR",1
18206,United Kingdom,"Agency for Healthcare Research and Quality, AHRQ",2
18207,United Kingdom,"Agency for Science, Technology and Research, A*STAR",2
18208,United Kingdom,"Agentúra na Podporu Výskumu a Vývoja, APVV",2
18209,United Kingdom,Air Liquide Health Care international,1
18210,United Kingdom,"Alan Turing Institute, ATI",1
18211,United Kingdom,Alan Turing Institute/Engineering and Physical Sciences Research Council,2
18212,United Kingdom,Alan and Babette Sains-bury Trust,1
18213,United Kingdom,Alan and Babette Sainsbury Trust,1
18214,United Kingdom,Alan and Nesta Fund,2
18215,United Kingdom,Albert-Ludwigs-Universität Freiburg,2
18216,United Kingdom,Alcon,7
18217,United Kingdom,Alcon Canada Inc.,2
18218,United Kingdom,Alcon Hellas,2
18219,United Kingdom,Alcon Research Institute Scientific Select Committee,2
18220,United Kingdom,"Alcon Research Institute, ARI",9
18221,United Kingdom,"Alcon Research Institute, Fort Worth",2
18222,United Kingdom,"Alcon, Allergan",3
18223,United Kingdom,"Alcon, Genentech, and Regeneron",1
18224,United Kingdom,Alere,1
18225,United Kingdom,Alexander von Humboldt-Stiftung,4
18226,United Kingdom,"Alexander von Humboldt-Stiftung, AvH",2
18227,United Kingdom,Alexandra McAleenan,4
18228,United Kingdom,Alfred Vogt Stipendium and Schweizerischer Fonds zur Verhütung und Bekämpfung der Blindheit,2
18229,United Kingdom,Alfreda J. Schueler Trust,1
18230,United Kingdom,"Algemene Nederlandse Vereniging ter voorkoming van Blindheid, ANVVB",2
18231,United Kingdom,Alimera Sciences,6
18232,United Kingdom,"All India Ophthalmological Society, AIOS",2
18233,United Kingdom,Allegan,2
18234,United Kingdom,"Allegro, Allergan",1
18235,United Kingdom,Allergan,69
18236,United Kingdom,"Allergan , Heidelberg United Kingdom, and Topcon United Kingdom",2
18237,United Kingdom,Allergan Canada Inc.,2
18238,United Kingdom,Allergan Foundation,3
18239,United Kingdom,Allergan Hellas,2
18240,United Kingdom,Allergan International plc,2
18241,United Kingdom,Allergan Pharmaceutical,1
18242,United Kingdom,Allergan Pharmaceuticals Ireland,2
18243,United Kingdom,Allergan Pharmaceuticals and Alimera Sciences,2
18244,United Kingdom,"Allergan, Inc.",1
18245,United Kingdom,Alnylam,4
18246,United Kingdom,Alzheimer's Society,1
18247,United Kingdom,"Alzheimer’s Research UK, ARUK",3
18248,United Kingdom,"American Academy of Neurology, AAN",2
18249,United Kingdom,"American Academy of Ophthalmology, AAO",2
18250,United Kingdom,"American College of Cardiology Foundation, ACC",1
18251,United Kingdom,American Diabetes Association Research Foundation,1
18252,United Kingdom,"American Diabetes Association, ADA",7
18253,United Kingdom,"American Health Assistance Foundation, AHAF",1
18254,United Kingdom,"American Macular Degeneration Foundation, AMDF",1
18255,United Kingdom,American Ophthalmology Society,2
18256,United Kingdom,American Society for Surgery of the Hand,1
18257,United Kingdom,Ames Laboratories,1
18258,United Kingdom,Amgen,13
18259,United Kingdom,Amsterdam University Medical Centre,2
18260,United Kingdom,Amylin Pharmaceuticals,3
18261,United Kingdom,AnaBio,1
18262,United Kingdom,AnaCardio AB,1
18263,United Kingdom,Anglia Ruskin University,4
18264,United Kingdom,Annenberg Foundation Trust at Sunnylands,2
18265,United Kingdom,Apellis Pharmaceutical,1
18266,United Kingdom,Apellis Pharmaceuticals,5
18267,United Kingdom,Apollo Therapeutics Fund,2
18268,United Kingdom,Applied Research Collaboration South London,2
18269,United Kingdom,Applied Therapeutics,3
18270,United Kingdom,Armetheon,1
18271,United Kingdom,"Arnold and Mabel Beckman Foundation, AMBF",2
18272,United Kingdom,Arnold and Porter law firm,1
18273,United Kingdom,Arthritis Research Campaign,2
18274,United Kingdom,Arthritis Research UK,2
18275,United Kingdom,Asia-Pacific Myopia Society,2
18276,United Kingdom,Asia-Pacific Ocular Imaging Society,2
18277,United Kingdom,Asia-Pacific Vitreo-retina Society,2
18278,United Kingdom,"Association Diabète Risque Vasculaire, ADRV",2
18279,United Kingdom,"Association for International Cancer Research, AICR",1
18280,United Kingdom,Association of British Clinical Diabetologists,1
18281,United Kingdom,Association of British Dispensing Opticians,2
18282,United Kingdom,"Associazione Italiana per la Ricerca sul Cancro, AIRC",1
18283,United Kingdom,"Astellas Pharma US, APUS",2
18284,United Kingdom,Astra Zeneca and Boehringer Ingelheim,1
18285,United Kingdom,AstraZeneca,36
18286,United Kingdom,AstraZeneca Canada,2
18287,United Kingdom,AstraZeneca Pharma Poland,1
18288,United Kingdom,AstraZeneca UK Ltd,1
18289,United Kingdom,Ataxia UK,2
18290,United Kingdom,Atlantic Philanthropies,3
18291,United Kingdom,Atsufumi Kawamura,2
18292,United Kingdom,"Auckland Medical Research Foundation, AMRF",1
18293,United Kingdom,"Australian Education International, Australian Government",1
18294,United Kingdom,Australian National Health and Medical Research Council,2
18295,United Kingdom,"Australian National University, ANU",2
18296,United Kingdom,Australian Research Council,2
18297,United Kingdom,"Australian Research Council, ARC",12
18298,United Kingdom,Azienda Ospedaliero Universitaria Pisana,1
18299,United Kingdom,BASc,1
18300,United Kingdom,BCVA,1
18301,United Kingdom,BHF Centre for Cardiovascular Science,1
18302,United Kingdom,Baim Institute for Clinical Research,1
18303,United Kingdom,Ball Brothers Foundation,2
18304,United Kingdom,Bascorn Palmer Eye Institute,2
18305,United Kingdom,Basic and Applied Basic Research Foundation of Guangdong Province,1
18306,United Kingdom,Bausch & Lomb,2
18307,United Kingdom,Bausch & Lomb and Santen,1
18308,United Kingdom,Baxter BioScience,2
18309,United Kingdom,Bayer,94
18310,United Kingdom,Bayer AB,2
18311,United Kingdom,"Bayer AG, Basel",2
18312,United Kingdom,"Bayer AG, Chengdu Kanghong Pharmaceuticals Group Co",4
18313,United Kingdom,Bayer Canada,1
18314,United Kingdom,Bayer Consumer Care AG,4
18315,United Kingdom,Bayer Corporation,4
18316,United Kingdom,Bayer Fund,2
18317,United Kingdom,"Bayer Fund, BF",6
18318,United Kingdom,"Bayer HealthCare, BHC",4
18319,United Kingdom,Bayer Healthcare,1
18320,United Kingdom,Bayer Hellas,2
18321,United Kingdom,Bayer UK,2
18322,United Kingdom,Bayer Vital,2
18323,United Kingdom,"Bayer, United Kingdom",2
18324,United Kingdom,Baystate Medical Center Academic Affairs,2
18325,United Kingdom,Becton Dickinson,2
18326,United Kingdom,"Bedford Institute of Oceanography, BIO",2
18327,United Kingdom,Beijing Institute of Technology Ministry of Education of China,1
18328,United Kingdom,Beijing Institute of Technology Research Fund Program for Young Scholars,1
18329,United Kingdom,Beijing Social Science Foundation,1
18330,United Kingdom,Beijing Social Science Foundation Research Base,1
18331,United Kingdom,Belfast Association for the Blind,6
18332,United Kingdom,Belvoir Media Group,1
18333,United Kingdom,Berlin University of Medicine,1
18334,United Kingdom,Berlin-Chemie AG/Menarini Group,1
18335,United Kingdom,Berufsverband der Augenärzte Deutschland,2
18336,United Kingdom,Better Therapeutics,2
18337,United Kingdom,Beyeonics Surgical,1
18338,United Kingdom,"Bill and Melinda Gates Foundation, BMGF",3
18339,United Kingdom,Biobank Eye and Vision Consortium,4
18340,United Kingdom,Biogen,1
18341,United Kingdom,"Biomedical Research Council, BMRC",7
18342,United Kingdom,"Biotechnology and Biological Sciences Research Council, BBSRC",13
18343,United Kingdom,Biotronik,1
18344,United Kingdom,Birdshot Uveitis Society,2
18345,United Kingdom,"Black Metropolis Research Consortium, BMRC",2
18346,United Kingdom,Blindenpenning Foundation,1
18347,United Kingdom,Board of Research,1
18348,United Kingdom,Boehringer,5
18349,United Kingdom,Boehringer In-gelheim,1
18350,United Kingdom,Boehringer Ingel-heim,1
18351,United Kingdom,Boehringer Ingelheim,49
18352,United Kingdom,Boehringer Ingelheim Deutschland GmbH & Co,2
18353,United Kingdom,"Boehringer Ingelheim, BI",8
18354,United Kingdom,"Boehringer Ingleheim, Chengdu Pharma",1
18355,United Kingdom,"Boston Scientific Corporation, BSC",4
18356,United Kingdom,"Boston VA Research Institute, Society of Cardiovascular Patient Care",1
18357,United Kingdom,Botswana medical study teams,2
18358,United Kingdom,"Brain Research Trust, BRT",2
18359,United Kingdom,Bright Focus Foundation,2
18360,United Kingdom,"BrightFocus Foundation, BFF",2
18361,United Kingdom,Bristol,1
18362,United Kingdom,Bristol Eye Hospital,1
18363,United Kingdom,Bristol My-ers Squibb,2
18364,United Kingdom,Bristol Myers Squibb Medical Imaging,2
18365,United Kingdom,Bristol Urological Institute,1
18366,United Kingdom,"Bristol-Myers Squibb, BMS",16
18367,United Kingdom,"British Council for Prevention of Blindness, BCPB",17
18368,United Kingdom,British Council to Prevent Blindness,2
18369,United Kingdom,British Diabetic Association,4
18370,United Kingdom,"British Dietetic Association, BDA",3
18371,United Kingdom,British Heart Foundation,3
18372,United Kingdom,British Heart Foundation Glasgow Cardiovascular Research Centre,1
18373,United Kingdom,"British Heart Foundation, BHF",39
18374,United Kingdom,British Heart Foundation/Diabetes UK/The George Institute,2
18375,United Kingdom,British Heart Foundation/The Alan Turing Institute,1
18376,United Kingdom,"British Microcirculation Society, BMS",1
18377,United Kingdom,British Neurological Surveillance Unit,2
18378,United Kingdom,British and Eire Association of Vitreoretinal Surgeons,4
18379,United Kingdom,British and Irish Orthoptic Society,2
18380,United Kingdom,Buchanan Charitable Foundation,10
18381,United Kingdom,Buenos Aires,2
18382,United Kingdom,Bunbury and Busselton Eye Doctors,2
18383,United Kingdom,"Bundesamt für Strassen, ASTRA",1
18384,United Kingdom,"Bundesministerium für Bildung und Forschung, BMBF",14
18385,United Kingdom,"Bundesministerium für Umwelt, Naturschutz, Bau und Reaktorsicherheit, BMUB",2
18386,United Kingdom,CARE (Cardio-Renal-Endocrine,1
18387,United Kingdom,"CARIM School for Cardiovascular Diseases, Universiteit Maastricht, CARIM",1
18388,United Kingdom,"CBM International, CBM",2
18389,United Kingdom,CCRE,1
18390,United Kingdom,CCRE Diabetes,1
18391,United Kingdom,CCTN,4
18392,United Kingdom,CERA Foundation,1
18393,United Kingdom,CIBERESP Instituto de Salud Carlos III,1
18394,United Kingdom,CIHR Canada Research Chair,1
18395,United Kingdom,CJFB,2
18396,United Kingdom,CLAHRC,1
18397,United Kingdom,CMER Hospital Group,2
18398,United Kingdom,CPMS,1
18399,United Kingdom,CSL Behring,2
18400,United Kingdom,CTVB,2
18401,United Kingdom,Cagliari University Hospital,1
18402,United Kingdom,"California Educational Research Association, CERA",1
18403,United Kingdom,Camden Medical Centre,1
18404,United Kingdom,"Canada Foundation for Innovation, CFI",2
18405,United Kingdom,Canada Research Chair Program,1
18406,United Kingdom,Canadian Clinical Trial Network,4
18407,United Kingdom,"Canadian Diabetes Association, CDA",4
18408,United Kingdom,"Canadian Diabetes Association, Heart and Stroke Foundation Canada",1
18409,United Kingdom,Canadian Institute of Health Research and Kidney Foundation of Canada,2
18410,United Kingdom,"Canadian Institutes of Health Research , Canada",1
18411,United Kingdom,"Canadian Institutes of Health Research, CIHR",7
18412,United Kingdom,"Canadian Institutes of Health Research, Canada",1
18413,United Kingdom,"Canadian Institutes of Health Research, IRSC",3
18414,United Kingdom,Canadian Medical & Surgical Knowledge,1
18415,United Kingdom,Canadian Medical and Surgical Knowledge,1
18416,United Kingdom,Cancer Research UK,1
18417,United Kingdom,"Cancer Research UK, CRUK",4
18418,United Kingdom,Cardiff University,2
18419,United Kingdom,CardioDx Inc.,1
18420,United Kingdom,"Cardiological Society of India, CSI",1
18421,United Kingdom,"Care and Public Health Research Institute, Universiteit Maastricht, CAPHRI",1
18422,United Kingdom,Carl Zeiss Meditec AG,6
18423,United Kingdom,Carl Zeiss Meditec and Heidelberg Engineering,1
18424,United Kingdom,"Case Western Reserve University, CWRU",1
18425,United Kingdom,Celgene,2
18426,United Kingdom,"Center for Clinical and Translational Science, University of Illinois at Chicago, CCTS, UIC",2
18427,United Kingdom,Center for Computation and Visualization at Brown University,1
18428,United Kingdom,"Center for Information Technology, CIT",2
18429,United Kingdom,"Center for Translational Molecular Medicine, CTMM",2
18430,United Kingdom,"Centers for Disease Control and Prevention, CDC",5
18431,United Kingdom,Centers of Biomedical Research Excellence,1
18432,United Kingdom,Central Australian Aboriginal Congress,1
18433,United Kingdom,Central Commissioning Facility,2
18434,United Kingdom,"Central Manchester University Hospitals NHS Foundation Trust, MFT",2
18435,United Kingdom,"Central South University, CSU",4
18436,United Kingdom,"Centre National de la Recherche Scientifique, CNRS",1
18437,United Kingdom,"Centre for Ageing Research and Development in Ireland, CARDI",4
18438,United Kingdom,Centre for Clinical Eye Research,2
18439,United Kingdom,Centre for Clinical Research Excellence,1
18440,United Kingdom,Centre for Clinical Research Excellence in Translational Clinical Research in Eye Diseases,1
18441,United Kingdom,Centre for Clinical Trial Support,2
18442,United Kingdom,"Centre for Public Health, Queen's University Belfast, CPH",2
18443,United Kingdom,Changsha Aier Eye Hospital and Aier Eye Institute,1
18444,United Kingdom,Charles Wolfson Charitable Trust,2
18445,United Kingdom,Cheltenham General Hospital,2
18446,United Kingdom,Chest Heart and Stroke Association,2
18447,United Kingdom,Chief Scientist Office Scotland and Diabetes UK,1
18448,United Kingdom,Chief Scientist Office of the Scottish Executive,1
18449,United Kingdom,"Chief Scientist Office, CSO",6
18450,United Kingdom,"Chief Scientist Office, Scottish Government Health and Social Care Directorate, CSO",5
18451,United Kingdom,Chiesi Farmaceutici,1
18452,United Kingdom,"Children's Hospital of Philadelphia, CHOP",2
18453,United Kingdom,Children’s Hospital Research Institute of Manitoba and Research Manitoba,1
18454,United Kingdom,"China Medical University Hospital, CMUH",2
18455,United Kingdom,China Ophthalmology Society,2
18456,United Kingdom,China Postdoctoral Science Foundation,2
18457,United Kingdom,"China Scholarship Council, CSC",5
18458,United Kingdom,Chinese American Association of Ophthalmology,2
18459,United Kingdom,"Chinese University of Hong Kong, CUHK",6
18460,United Kingdom,Choa Neuroscience Centre,2
18461,United Kingdom,Choroideremia Research Foundation,1
18462,United Kingdom,Christian Blind Mission,10
18463,United Kingdom,"Chronic Disease Research Foundation, CDRF",2
18464,United Kingdom,Chulalongkorn Hospital,1
18465,United Kingdom,Circadian Light Therapy Inc.,2
18466,United Kingdom,Circulation Foundation,2
18467,United Kingdom,"City, University of London, City",1
18468,United Kingdom,Clearside Biomedical,1
18469,United Kingdom,Cleveland Clinic,1
18470,United Kingdom,Clinical Research Associates,1
18471,United Kingdom,Clinical Research Innovation Plan of Shanghai General Hospital,1
18472,United Kingdom,CoMentis,4
18473,United Kingdom,Cochrane Effective Practice and Organisation of Care,2
18474,United Kingdom,"Collaboration for Leadership in Applied Health Research and Care - Greater Manchester, CLAHRC GM",2
18475,United Kingdom,"Collaboration for Leadership in Applied Health Research and Care - Greater Manchester, NIHR CLAHRC Greater Manchester",7
18476,United Kingdom,Collaborations for Leadership in Applied Health Research and Care for Birmingham and Black Country,1
18477,United Kingdom,"College of Medicine, University of California, Irvine",1
18478,United Kingdom,College of Optometrists,2
18479,United Kingdom,College-level Project Fund of Shanghai Jiao Tong University Affiliated Sixth People's Hospital,1
18480,United Kingdom,College-level Project Fund of Shanghai Jiao Tong University Affiliated Sixth People’s Hospital,1
18481,United Kingdom,"Colorado State University, CSU",1
18482,United Kingdom,Columbia University,2
18483,United Kingdom,"Comisión Nacional de Investigación Científica y Tecnológica, CONICYT",6
18484,United Kingdom,Committee for Actelion,1
18485,United Kingdom,"Commonwealth Scholarship Commission, CSC",4
18486,United Kingdom,Communication Manager of l'Institut du Thorax,1
18487,United Kingdom,Consejo Nacional de Ciencia y Tecnolog?a,1
18488,United Kingdom,"Consejo Nacional de Ciencia y Tecnología, CONACYT",3
18489,United Kingdom,Consultant/Advisory Board for Amgen,1
18490,United Kingdom,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES",6
18491,United Kingdom,Council of Canada,1
18492,United Kingdom,Crafoord Foundation,2
18493,United Kingdom,"Creighton University, CU",2
18494,United Kingdom,Cultech Limited,1
18495,United Kingdom,Cultech Ltd,1
18496,United Kingdom,"Cystic Fibrosis Foundation, CFF",3
18497,United Kingdom,"Cytokinetics, CYTK",1
18498,United Kingdom,D.O.R.C. International,1
18499,United Kingdom,DEL,1
18500,United Kingdom,DEL/SFI,1
18501,United Kingdom,DGPT,2
18502,United Kingdom,DLM,2
18503,United Kingdom,DORC,1
18504,United Kingdom,DRCI,1
18505,United Kingdom,DUK,2
18506,United Kingdom,Daiichi-Sankyo,9
18507,United Kingdom,Dance Biopharm,1
18508,United Kingdom,Danish Center for Evaluation and Health Technology Assessment,1
18509,United Kingdom,Danish Clinical Quality Program,2
18510,United Kingdom,"Danish Diabetes Academy, DDA",4
18511,United Kingdom,Danish National Board of Health,1
18512,United Kingdom,Danish National Diabetes Registry,2
18513,United Kingdom,"Danmarks Grundforskningsfond, DNRF",1
18514,United Kingdom,Daphne Jackson Trust,1
18515,United Kingdom,Darma Inc.,1
18516,United Kingdom,David Owens,4
18517,United Kingdom,Davies Adeloye of the Centre for Global Health Research,1
18518,United Kingdom,Deakin University,1
18519,United Kingdom,Debendra Sahu,2
18520,United Kingdom,DeepMind,2
18521,United Kingdom,"Defence Science and Technology Laboratory, Dstl",2
18522,United Kingdom,"Department for Employment and Learning, Northern Ireland, DEL, NI",3
18523,United Kingdom,Department for International Development,1
18524,United Kingdom,"Department for International Development, UK Government, DFID",4
18525,United Kingdom,Department of Cellular Pathology,1
18526,United Kingdom,Department of Chemical and Process Engineering,1
18527,United Kingdom,"Department of Clinical & Experimental Medicine, Faculty of Health & Medical Sciences",1
18528,United Kingdom,"Department of Community Eye Health, RP,Center, All India Institute of Medical sciences",2
18529,United Kingdom,"Department of Computer Science, University of Oxford",1
18530,United Kingdom,Department of Diabetes & Endocrinology,1
18531,United Kingdom,"Department of Education, Hunan Province",1
18532,United Kingdom,"Department of Education, Hunan Province, China",1
18533,United Kingdom,"Department of Education, Northern Ireland, DE, NI",1
18534,United Kingdom,"Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology",2
18535,United Kingdom,Department of Employment and Workplace Relations,1
18536,United Kingdom,"Department of Eye and Vision Science, University of Liverpool",1
18537,United Kingdom,"Department of Family and Community Medicine, University of Toronto, DFCM",2
18538,United Kingdom,Department of Health,1
18539,United Kingdom,Department of Health Research,1
18540,United Kingdom,"Department of Health Research, India, DHR",1
18541,United Kingdom,Department of Health and Human Services Health Resources and Services Administration,2
18542,United Kingdom,"Department of Health and Social Care, DH",12
18543,United Kingdom,Department of Health and Support for Sciences,1
18544,United Kingdom,Department of Health for England,1
18545,United Kingdom,"Department of Health, Australian Government",19
18546,United Kingdom,Department of Health?s NIHR Biomedical Research Centre at Moorfields Eye Hospital,2
18547,United Kingdom,Department of Health’s NIHR Biomedical Research Centre at Moorfields Eye Hospital,2
18548,United Kingdom,Department of Medicine,1
18549,United Kingdom,"Department of Medicine, Sunnybrook Health Sciences Centre",1
18550,United Kingdom,Department of Ophthalmology,4
18551,United Kingdom,Department of Paediatric Endocrinology,2
18552,United Kingdom,Department of Research and Development,2
18553,United Kingdom,"Department of Science and Technology of Sichuan Province, SPDST",1
18554,United Kingdom,"Department of Science and Technology, Philippines, DOST",1
18555,United Kingdom,Department of Statistics,1
18556,United Kingdom,"Department of Trade and Industry, DTI",1
18557,United Kingdom,Dept for the Economy,1
18558,United Kingdom,Desmond Foundation,2
18559,United Kingdom,"Deutsche Diabetes Gesellschaft, DDG",1
18560,United Kingdom,"Deutsche Forschungsgemeinschaft, DFG",12
18561,United Kingdom,Deutsche Krebshilfe,2
18562,United Kingdom,"Deutsche Ophthalmologische Gesellschaft, DOG",3
18563,United Kingdom,"Diabetes Canada, DC",1
18564,United Kingdom,Diabetes Centre,2
18565,United Kingdom,Diabetes Fonds,5
18566,United Kingdom,Diabetes Fonds Nederland,1
18567,United Kingdom,Diabetes Foundation,1
18568,United Kingdom,"Diabetes Research Center, University of Washington, DRC, UW",1
18569,United Kingdom,Diabetes Research Centre,1
18570,United Kingdom,"Diabetes Research and Wellness Foundation, DRWF",7
18571,United Kingdom,Diabetes U.K. Harry Keen Fellowship,2
18572,United Kingdom,Diabetes UK,36
18573,United Kingdom,"Diabetes UK, (11/0004230",1
18574,United Kingdom,Diabetes Victoria,1
18575,United Kingdom,Diabetes Wellness Foundation,2
18576,United Kingdom,Diabetes and Endocrinology Department,1
18577,United Kingdom,Diabetesforeningen,2
18578,United Kingdom,Diagnostic Ophthalmology Centre,2
18579,United Kingdom,Dinno Santé and Pierre Fabre Santé,1
18580,United Kingdom,Direktör Albert Påhlssons Stiftelse,2
18581,United Kingdom,"Division of Diabetes, Endocrinology and Metabolic Diseases",1
18582,United Kingdom,"Division of Molecular and Clinical Medicine, University of Dundee",1
18583,United Kingdom,Division of Research Resources,1
18584,United Kingdom,Doheny Eye Institute,2
18585,United Kingdom,"Doris Duke Charitable Foundation, DDCF",2
18586,United Kingdom,Dr. Gertraud-Maria-Rzehulka-Stiftung,2
18587,United Kingdom,"Duke Clinical Research Institute, DCRI",1
18588,United Kingdom,Duke-NUS,2
18589,United Kingdom,Duke-NUS Medical School,4
18590,United Kingdom,Duke-NUS Medical School Seed Funding,1
18591,United Kingdom,"Dunhill Medical Trust, DMT",7
18592,United Kingdom,Dunhill Trust,1
18593,United Kingdom,Dutch Diabetes Fund,1
18594,United Kingdom,Dutch National Foundation for the Visually Impaired and Blind,1
18595,United Kingdom,Dutch Ophthalmic Research Center,4
18596,United Kingdom,EC FP7,1
18597,United Kingdom,ELPEN,1
18598,United Kingdom,EPILOGEAS GSRT,2
18599,United Kingdom,EPOC,2
18600,United Kingdom,EPSRC NIHR,2
18601,United Kingdom,EPSRC TUSCA,2
18602,United Kingdom,ESM,1
18603,United Kingdom,ESRC +3 White Rose Doctoral Training Centre scholarship,1
18604,United Kingdom,EchoNous Inc.,1
18605,United Kingdom,"Economic and Social Research Council, ESRC",13
18606,United Kingdom,"Edinburgh and Lothians Health Foundation, ELHF",1
18607,United Kingdom,"Edmond de Rothschild Foundation, EDRF",2
18608,United Kingdom,Edmond en Marianne Blaauw Fonds voor Oogheelkunde,1
18609,United Kingdom,Education Department of Hunan Province,1
18610,United Kingdom,Edward Via Virginia College of Osteopathic Medicine,2
18611,United Kingdom,"Efficacy and Mechanism Evaluation Programme, EME",2
18612,United Kingdom,Efficacy and Mechanistic Evaluation EME,2
18613,United Kingdom,Egon Schumacher-Stiftung,1
18614,United Kingdom,Egyptian Fulbright Mission Program,2
18615,United Kingdom,Einstein-Mount Sinai Diabetes Research Center,1
18616,United Kingdom,Einstein‐Mount Sinai Diabetes Research Center,1
18617,United Kingdom,Eisai,1
18618,United Kingdom,Eisai and ZS Pharma,1
18619,United Kingdom,Elcelyx,1
18620,United Kingdom,Elcelyx Therapeutics,1
18621,United Kingdom,Eleanor Chesterman Beatson Childcare Ambassador Program Foundation,2
18622,United Kingdom,Eleanor Peel Trust,2
