,Journal,Document Type,counts
7238,"Likars""ka sprava / ministerstvo okhorony zdorov""ia ukrainy",Article,1
7237,Lijecnicki vjesnik,Review,1
7235,Light: science and applications,Article,1
7232,Lifetech 2021 - 2021 ieee 3rd global conference on life sciences and technologies,Conference paper,1
7231,Life support systems : the journal of the european society for artificial organs,Article,1
7224,Libyan journal of medicine,Article,1
7071,Klinicheskaia laboratornaia diagnostika.,Review,1
7223,Lia (laser institute of america),Conference paper,1
7222,Leukemia research reports,Article,1
7221,Leukemia and lymphoma,Article,1
7219,Les cahiers du collège de médecine des hôpitaux de paris,Article,1
7218,Les cahiers de medecine,Article,1
7217,Lens and eye toxicity research,Conference paper,1
7215,Lekarsky obzor,Note,1
7210,Lee's ophthalmic histopathology,Book chapter,1
7209,Lecture notes on general medicine for dental practice: a system based approach with dental management considerations,Book chapter,1
7204,Lecture notes in mechanical engineering,Conference paper,1
7200,Lecture notes in computer science (including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics),Review,1
7197,Lecture notes in computer science (including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics),Article,1
7254,Lupus,Review,1
7255,Lycium barbarum and human health,Book chapter,1
7258,Läkartidningen,Conference paper,1
7259,Läkartidningen,Letter,1
7293,"Managed care (langhorne, pa.)",Review,1
7291,Mammalian genome,Article,1
7286,Malaysian journal of biochemistry and molecular biology,Article,1
7285,Malaysian family physician,Review,1
7284,Malaysian family physician,Conference paper,1
7282,Malaysian applied biology,Article,1
7281,Malawi medical journal,Review,1
7279,Major problems in internal medicine,Review,1
7278,Magnetic resonance in medicine,Review,1
7277,Magnetic resonance in medicine,Article,1
7275,Magnesium research : official organ of the international society for the development of research on magnesium,Review,1
7274,Magnesium,Article,1
7273,Maejo international journal of science and technology,Article,1
7272,"Macular edema: risk factors, treatment options and long-term outcomes",Book chapter,1
7271,Macular edema: a practical approach,Book chapter,1
7270,"Macs 2019 - 13th international conference on mathematics, actuarial science, computer science and statistics, proceedings",Conference paper,1
7268,Machine learning techniques for vlsi chip design,Book chapter,1
7267,Machine learning in bio-signal analysis and diagnostic imaging,Book chapter,1
7266,Machine learning for healthcare applications,Book chapter,1
7265,Machine learning and artificial intelligence in healthcare systems: tools and techniques,Book chapter,1
7264,Machine graphics and vision,Article,1
7263,Macedonian journal of medical sciences,Article,1
7262,Maanedsskrift for praktisk lægegerning og social medicin,Article,1
7261,Læknabladid,Article,1
7260,Läkartidningen,Review,1
7196,Lecture notes in computer science,Conference paper,1
7194,Lecture notes in computational vision and biomechanics,Article,1
7193,Lecture notes in business information processing,Conference paper,1
7136,La revue de medecine interne,Review,1
7127,L'unión médicale du canada,Review,1
7125,"L""annee therapeutique et clinique en ophtalmologie",Review,1
7123,"L"" infirmiere canadienne",Article,1
7121,Kurinikaru sutadi = clinical study,Article,1
7120,Kupat-holim yearbook,Article,1
7118,Krankenpflege journal,Article,1
7117,"Krankenpflege (frankfurt am main, germany)",Article,1
7116,Krankenhauspharmazie,Short survey,1
7115,Krankenhauspharmazie,Review,1
7114,Korean journal of transplantation,Article,1
7113,Korean journal of radiology,Article,1
7112,Korean journal of physiology and pharmacology,Review,1
7110,Korean journal of ophthalmology : kjo,Review,1
7108,Korean journal of ophthalmology,Review,1
7107,Korean journal of ophthalmology,Letter,1
7101,Korea university medical journal,Article,1
7100,Kongzhi yu juece/control and decision,Article,1
7097,Knowledge-based processes in software development,Book chapter,1
7096,Klinisches labor,Article,1
7094,Klinische wochenschrift,Conference paper,1
7092,Klinische padiatrie,Article,1
7081,Klinika oczna,Short survey,1
7079,Klinika oczna,Letter,1
7076,"Klinichna khirurhiia / ministerstvo okhorony zdorov'ia ukrainy, naukove tovarystvo khirurhiv ukrainy",Article,1
7073,Klinicheskaya khirurgiya,Article,1
7128,La clinica ortopedica,Article,1
7139,La riforma medica,Article,1
7190,Le journal médical libanais. the lebanese medical journal,Review,1
7141,La semaine des hôpitaux : organe fondé par l'association d'enseignement médical des hôpitaux de paris,Article,1
7186,Lasers in surgery and medicine,Review,1
7184,Lasers in medical science,Erratum,1
7182,Lasers in engineering,Article,1
7181,Lasers in dermatology and medicine: dental and medical applications,Book chapter,1
7180,Lasers in dermatology and medicine,Book chapter,1
7179,Lasers and light in ophthalmology,Review,1
7177,Lasers & applications,Article,1
7176,Lasermedizin,Article,1
7175,Laser therapy,Article,1
7174,Laser physics letters,Article,1
7165,Lancet,Erratum,1
7164,Lancet,Conference paper,1
7161,Lakartidningen,Letter,1
7159,Lahey clinic foundation bulletin,Article,1
7158,Laeknabladid,Article,1
7157,Laboratory medicine,Review,1
7156,Laboratory medicine,Editorial,1
7155,Laboratory investigation,Review,1
7153,Laboratory hematology,Article,1
7152,Laboratory animal science,Note,1
7150,Laboratornoe delo,Article,1
7149,Laboratoriumsmedizin,Editorial,1
7148,Laboratoriumsmedizin,Article,1
7146,Lab on a chip,Editorial,1
7144,Lab animal,Note,1
6810,Journal of the american heart association,Editorial,1
6808,Journal of the american health information management association,Review,1
6806,Journal of the american geriatrics society,Note,1
6483,Journal of medicinal food,Review,1
6510,Journal of multiple-valued logic and soft computing,Article,1
6508,Journal of molecular signaling,Article,1
6507,Journal of molecular recognition,Article,1
6503,"Journal of molecular medicine (berlin, germany)",Review,1
6501,Journal of molecular medicine,Editorial,1
6496,Journal of molecular cell biology,Review,1
6495,Journal of molecular and cellular cardiology,Editorial,1
6491,Journal of mid-life health,Review,1
6490,Journal of men's health and gender,Article,1
6489,Journal of men's health,Article,1
6487,Journal of medicine and biomedical research,Article,1
6484,Journal of medicinal plants,Article,1
6477,Journal of medical ultrasonics,Article,1
6574,Journal of occupational medicine,Article,1
6476,Journal of medical teachers federation,Article,1
6475,Journal of medical systems,Review,1
6474,Journal of medical systems,Conference paper,1
6472,Journal of medical signals and sensors,Review,1
6470,Journal of medical screening,Review,1
6469,Journal of medical screening,Note,1
6468,Journal of medical screening,Letter,1
6467,Journal of medical screening,Editorial,1
6465,Journal of medical sciences (taiwan),Article,1
6463,Journal of medical sciences,Review,1
6461,Journal of medical primatology,Article,1
6460,Journal of medical physics,Article,1
6515,Journal of natural medicines,Article,1
6517,Journal of natural remedies,Article,1
6518,"Journal of natural science, biology and medicine",Article,1
6519,Journal of neonatal-perinatal medicine,Article,1
6571,Journal of nutritional science and vitaminology,Article,1
6570,Journal of nutritional science,Article,1
6569,Journal of nutritional biochemistry,Review,1
6567,Journal of nutritional and environmental medicine,Review,1
6566,Journal of nutritional and environmental medicine,Letter,1
6565,"Journal of nutrition, health and aging",Article,1
6564,Journal of nutrition and metabolism,Review,1
6561,Journal of nursing care quality,Article,1
6559,Journal of nuclear cardiology,Editorial,1
6556,Journal of nippon medical school,Review,1
6555,Journal of nippon medical school,Conference paper,1
6549,Journal of neuroscience methods,Article,1
6546,Journal of neuromuscular diseases,Article,1
6545,"Journal of neurology, neurosurgery and psychiatry",Review,1
6542,Journal of neurology,Article,1
6538,Journal of neuroimmune pharmacology,Review,1
6537,Journal of neurogastroenterology and motility,Letter,1
6535,Journal of neurocytology,Article,1
6531,Journal of neuro-ophthalmology,Conference paper,1
6529,Journal of neural transmission,Review,1
6528,Journal of nervous and mental disease,Article,1
6527,Journal of nephropharmacology,Review,1
6526,Journal of nephropharmacology,Article,1
6523,Journal of nephrology,Note,1
6520,Journal of neonatology,Article,1
6459,Journal of medical pharmaceutical and allied sciences,Article,1
6458,Journal of medical mycology,Article,1
6453,Journal of medical imaging and health informatics,Short survey,1
6398,Journal of korean ophthalmological society,Review,1
6394,Journal of korean academy of nursing,Article,1
6393,Journal of korean academy of community health nursing,Article,1
6392,Journal of king saud university - science,Article,1
6391,Journal of king saud university - computer and information sciences,Review,1
6388,Journal of jilin university medicine edition,Review,1
6384,Journal of japanese ophthalmological society,Conference paper,1
6382,Journal of japan atherosclerosis society,Conference paper,1
6379,Journal of isfahan medical school,Review,1
6377,Journal of investigative medicine high impact case reports,Article,1
6373,Journal of investigative dermatology,Article,1
6368,Journal of international medical research,Editorial,1
6366,"Journal of internal medicine, supplement",Conference paper,1
6359,Journal of interferon and cytokine research,Review,1
6358,Journal of interferon and cytokine research,Article,1
6357,Journal of intensive care medicine,Article,1
6356,Journal of intelligent systems,Review,1
6355,Journal of intelligent and fuzzy systems,Review,1
6352,Journal of intellectual disability - diagnosis and treatment,Article,1
6350,Journal of integrative and complementary medicine,Review,1
6349,Journal of integrated science and technology,Article,1
6348,Journal of integrated omics,Article,1
6347,"Journal of insurance medicine (new york, n.y.)",Review,1
6345,Journal of information processing systems,Article,1
6344,Journal of information hiding and multimedia signal processing,Article,1
6340,Journal of inflammation,Article,1
6396,Journal of korean medical science,Review,1
6400,Journal of laboratory and clinical medicine,Article,1
6452,Journal of medical imaging and health informatics,Review,1
6407,Journal of lipid and atherosclerosis,Article,1
6451,Journal of medical imaging and health informatics,Editorial,1
6450,Journal of medical imaging and health informatics,Conference paper,1
6448,Journal of medical imaging,Review,1
6446,Journal of medical genetics,Article,1
6445,Journal of medical ethics,Article,1
6444,Journal of medical engineering and technology,Review,1
6442,Journal of medical economics,Review,1
6440,"Journal of medical devices, transactions of the asme",Article,1
6439,Journal of medical colleges of pla,Article,1
6438,Journal of medical cases,Article,1
6435,Journal of medical artificial intelligence,Review,1
6434,Journal of medical artificial intelligence,Article,1
6433,Journal of medical and biological engineering,Review,1
6430,Journal of mechanical science and technology,Article,1
6428,Journal of mathematical modelling and algorithms,Article,1
6427,Journal of mathematical imaging and vision,Article,1
6426,Journal of maternal-fetal medicine,Editorial,1
6421,Journal of mass spectrometry,Article,1
6420,Journal of managed care pharmacy : jmcp,Review,1
6418,Journal of managed care pharmacy,Note,1
6415,Journal of managed care and specialty pharmacy,Note,1
6414,Journal of managed care and specialty pharmacy,Conference paper,1
6411,Journal of lower genital tract disease,Short survey,1
6410,Journal of lipid research,Review,1
6409,Journal of lipid research,Editorial,1
6572,Journal of obstetrics and gynaecology,Review,1
6576,"Journal of ocular biology, diseases, and informatics",Editorial,1
6802,Journal of the american dietetic association,Review,1
6722,Journal of public health medicine,Article,1
6742,Journal of research in medical sciences,Review,1
6739,Journal of research in health sciences,Article,1
6737,Journal of renal nutrition,Review,1
6736,Journal of rehabilitation sciences,Article,1
6735,Journal of rehabilitation research and development,Editorial,1
6733,Journal of rehabilitation,Article,1
6732,Journal of refractive surgery,Review,1
6730,Journal of receptors and signal transduction,Review,1
6727,Journal of quality in clinical practice,Article,1
6725,Journal of public health research,Review,1
6724,Journal of public health research,Article,1
6723,Journal of public health medicine,Letter,1
6721,Journal of public health dentistry,Article,1
6585,Journal of ocular pharmacology and therapeutics,Short survey,1
6720,Journal of public health and development,Article,1
6718,Journal of public health (germany),Review,1
6717,Journal of public health,Article,1
6716,Journal of psychosomatic research,Letter,1
6715,Journal of psychosomatic research,Conference paper,1
6713,Journal of psychophysiology,Conference paper,1
6710,Journal of proteome research,Review,1
6708,Journal of primary prevention,Article,1
6707,Journal of primary health care,Article,1
6706,Journal of primary care & community health,Article,1
6703,Journal of preventive medicine and hygiene,Review,1
6701,Journal of postgraduate medicine,Review,1
6745,Journal of rheumatology,Review,1
6746,Journal of rheumatology and medical rehabilitation,Article,1
6747,Journal of rural health,Article,1
6748,Journal of saitama medical school,Article,1
6800,Journal of the american dental association (1939),Letter,1
6798,Journal of the american college of radiology,Note,1
6792,Journal of the american chemical society,Article,1
6787,Journal of the american academy of dermatology,Review,1
6786,Journal of the american academy of dermatology,Editorial,1
6784,Journal of the american academy of audiology,Article,1
6780,Journal of telemedicine and telecare,Conference paper,1
6777,Journal of taibah university medical sciences,Editorial,1
6775,Journal of taibah university for science,Article,1
6774,Journal of system and management sciences,Article,1
6773,Journal of surgical association republic of china,Article,1
6772,Journal of supercomputing,Retracted,1
6771,Journal of studies on alcohol,Review,1
6769,Journal of steroid biochemistry and molecular biology,Article,1
6767,Journal of statistical software,Article,1
6764,Journal of spinal cord medicine,Article,1
6763,Journal of special education and rehabilitation,Article,1
6762,Journal of software,Article,1
6761,Journal of smooth muscle research,Article,1
6760,Journal of small animal practice,Article,1
6755,Journal of shanghai jiaotong university (medical science),Review,1
6752,Journal of sensors,Article,1
6751,Journal of scientific and industrial research,Article,1
6750,Journal of school health,Article,1
6749,Journal of saudi chemical society,Article,1
6699,Journal of postgraduate medicine,Letter,1
6698,Journal of postgraduate medicine,Editorial,1
6694,"Journal of plastic, reconstructive and aesthetic surgery",Review,1
6634,Journal of pediatric ophthalmology,Article,1
6632,Journal of pediatric hematology/oncology,Article,1
6630,Journal of pediatric endocrinology and metabolism,Letter,1
6627,Journal of patient-reported outcomes,Article,1
6626,Journal of patient experience,Article,1
6623,Journal of parkinson's disease,Article,1
6622,Journal of palliative medicine,Review,1
6620,Journal of pakistan association of dermatologists,Article,1
6619,Journal of pain and symptom management,Letter,1
6618,Journal of pain and symptom management,Article,1
6617,Journal of pain and palliative care pharmacotherapy,Article,1
6616,Journal of pain,Article,1
6615,Journal of paediatrics and child health,Short survey,1
6612,Journal of otology,Article,1
6611,Journal of orthopaedics,Article,1
6610,Journal of orthopaedic translation,Review,1
6609,Journal of orthopaedic rheumatology,Review,1
6608,Journal of orthomolecular medicine,Review,1
6607,Journal of orthomolecular medicine,Editorial,1
6605,"Journal of oral and maxillofacial surgery, medicine, and pathology",Article,1
6604,Journal of optometry,Review,1
6598,Journal of ophthalmic inflammation and infection,Review,1
6593,Journal of ophthalmic and vision research,Letter,1
6590,Journal of oncology,Review,1
6588,Journal of oleo science,Article,1
6586,Journal of ocular pharmacology and therapeutics : the official journal of the association for ocular pharmacology and therapeutics,Letter,1
6633,Journal of pediatric hematology/oncology,Conference paper,1
6636,Journal of pediatric ophthalmology and strabismus,Conference paper,1
6692,Journal of pineal research,Review,1
6637,Journal of pediatric ophthalmology and strabismus,Editorial,1
6691,Journal of pineal research,Article,1
6690,Journal of physiology and pharmacology,Review,1
6686,Journal of physiology,Note,1
6685,Journal of physiology,Editorial,1
6684,Journal of physiology,Conference paper,1
6682,Journal of physiological sciences,Article,1
6681,Journal of physics: conference series,Retracted,1
6679,Journal of physics: conference series,Article,1
6678,Journal of physical activity and health,Article,1
6677,Journal of photochemistry and photobiology b: biology,Short survey,1
6670,Journal of pharmacy and nutrition sciences,Article,1
6669,Journal of pharmacy and bioallied sciences,Review,1
6667,Journal of pharmacology and pharmacotherapeutics,Review,1
6661,Journal of pharmacological and toxicological methods,Article,1
6659,Journal of pharmaceutical sciences and research,Note,1
6657,Journal of pharmaceutical sciences,Review,1
6653,Journal of pesticide science,Article,1
6651,Journal of personalized medicine,Editorial,1
6648,Journal of periodontology,Conference paper,1
6646,Journal of periodontal research,Review,1
6645,Journal of periodontal research,Article,1
6644,Journal of perinatology,Editorial,1
6642,Journal of perinatal medicine,Article,1
6641,Journal of pediatrics,Letter,1
6638,Journal of pediatric surgery,Article,1
5388,International journal of geriatric psychiatry,Article,1
5387,International journal of genomics,Article,1
5384,International journal of fuzzy systems,Article,1
4236,Folia medica cracoviensia,Review,1
4261,Formulary,Review,1
4260,Foot and ankle international,Review,1
4259,Foot and ankle international,Article,1
4258,Foot and ankle clinics,Review,1
4255,Foods,Review,1
4252,Food research international,Review,1
4251,Food frontiers,Review,1
4250,Food chemistry,Article,1
4249,Food and function,Review,1
4245,Food and agricultural immunology,Article,1
4244,Folia veterinaria latina,Article,1
4237,Folia microbiologica,Article,1
4230,Folia histochemica et cytobiologica,Article,1
4204,Fetal and pediatric pathology,Article,1
4227,Folia endocrinologica; mensile di incretologia e incretoterapia,Article,1
4223,Folia biologica (czech republic),Article,1
4221,Folha medica,Article,1
4220,Focus on alternative and complementary therapies,Note,1
4219,Fmc formacion medica continuada en atencion primaria,Review,1
4217,Fluoride,Article,1
4216,Fluorescence lifetime imaging ophthalmoscopy,Book chapter,1
4213,Fiziologichnyi zhurnal,Review,1
4212,Fiziologichnyi zhurnal,Article,1
4211,Fiziologia normala si patologica,Article,1
4209,Fish and fish oil in health and disease prevention,Book chapter,1
4208,"Final program and abstract book - 9th international conference on information technology and applications in biomedicine, itab 2009",Conference paper,1
4262,Forschende komplementarmedizin,Article,1
4263,Fortschr.geburtsh.gynak.,Article,1
4265,Fortschritte der medizin,Conference paper,1
4268,Fortschritte der medizin. originalien,Article,1
4333,Frontiers in immunology,Note,1
4330,Frontiers in human neuroscience,Review,1
4328,Frontiers in genome editing,Review,1
4321,Frontiers in endocrinology,Erratum,1
4318,Frontiers in digital health,Review,1
4317,Frontiers in digital health,Article,1
4313,Frontiers in chemistry,Article,1
4312,Frontiers in cellular neuroscience,Short survey,1
4310,Frontiers in cellular neuroscience,Editorial,1
4307,Frontiers in cellular and infection microbiology,Article,1
4305,Frontiers in cell and developmental biology,Editorial,1
4303,Frontiers in cardiovascular medicine,Short survey,1
4297,Frontiers in bioscience - landmark,Review,1
4293,Frontiers in bioscience,Article,1
4292,Frontiers in bioengineering and biotechnology,Review,1
4288,Frontiers in aging neuroscience,Note,1
4287,Frontiers in aging neuroscience,Editorial,1
4285,Fresenius environmental bulletin,Article,1
4284,Free radicals in ophthalmic disorders,Book chapter,1
4283,Free radicals in human health and disease,Book chapter,1
4278,Fp essentials,Review,1
4277,Fp essentials,Editorial,1
4275,Foundations of data science,Article,1
4274,"Foundations and frontiers in computer, communication and electrical engineering - proceedings of the 3rd international conference on foundations and frontiers in computer, communication and electrical engineering, c2e2 - 2016",Conference paper,1
4272,Forum on immunopathological diseases and therapeutics,Review,1
4205,Feuillets de biologie,Review,1
4203,"Ferulic acid: antioxidant properties, uses and potential health benefits",Book chapter,1
5382,International journal of fertility and sterility,Review,1
4091,Expert opinion on drug delivery,Conference paper,1
4134,Expert review of precision medicine and drug development,Review,1
4130,Expert review of ophthalmology,Note,1
4129,Expert review of ophthalmology,Letter,1
4124,Expert review of medical devices,Editorial,1
4121,Expert review of endocrinology and metabolism,Editorial,1
4113,Expert opinion on therapeutic targets,Conference paper,1
4112,Expert opinion on therapeutic targets,Article,1
4110,Expert opinion on therapeutic patents,Retracted,1
4109,Expert opinion on therapeutic patents,Note,1
4108,Expert opinion on therapeutic patents,Editorial,1
4100,Expert opinion on investigational drugs,Conference paper,1
4096,Expert opinion on drug safety,Letter,1
4088,Expert opinion on biological therapy,Conference paper,1
4201,Female pelvic medicine and reconstructive surgery,Article,1
4084,Experimental neurobiology,Article,1
4077,Experimental eye research,Conference paper,1
4074,Experimental diabetes research,Editorial,1
4069,Experimental dermatology,Article,1
4061,Experimental animals / japanese association for laboratory animal science,Article,1
4060,Experimental animals,Review,1
4058,Experimental and toxicologic pathology,Article,1
4057,Experimental and therapeutic medicine,Review,1
4054,Experimental and molecular pathology,Retracted,1
4052,Experimental and molecular medicine,Review,1
4050,Experimental and clinical transplantation : official journal of the middle east society for organ transplantation,Article,1
4046,Experimental and clinical endocrinology and diabetes,Erratum,1
4135,Expert reviews in molecular medicine,Article,1
4136,Expert reviews in molecular medicine,Review,1
4137,Expert systems,Article,1
4139,Exploration of medicine,Article,1
4199,Febs open bio,Article,1
4198,Febs letters,Short survey,1
4197,Febs letters,Review,1
4194,Febs journal,Conference paper,1
4193,Fda consumer,Article,1
4192,Faseb journal,Review,1
4189,Farmaco,Article,1
4188,Farmacja polska,Conference paper,1
4187,Farmacja polska,Article,1
4183,Farmaceuticky obzor,Review,1
4182,Far east journal of electronics and communications,Article,1
4181,Family practice,Editorial,1
4177,Family medicine and community health,Article,1
4175,Family and community health,Article,1
4172,F1000 medicine reports,Review,1
4171,"Eye,ear,nose thr.monthly",Article,1
4170,"Eye, ear, nose thr. monthly",Review,1
4166,Eye diseases associated with sleep disorders,Book chapter,1
4164,Eye and vision,Erratum,1
4158,"Eye (london, england)",Erratum,1
4157,"Eye (london, england)",Editorial,1
4149,Eye & contact lens,Review,1
4143,Extreme medicine,Article,1
4141,Explore: the journal of science and healing,Article,1
4140,Explore,Article,1
4335,Frontiers in immunology,Short survey,1
4336,Frontiers in integrative neuroscience,Review,1
4337,Frontiers in medicinal chemistry,Book chapter,1
4482,Georgian medical news.,Article,1
4503,Geron,Article,1
4502,Germs,Article,1
4501,German medical monthly,Article,1
4498,Geriatrics today: journal of the canadian geriatrics society,Article,1
4497,"Geriatrics for specialists, second edition",Book chapter,1
4496,Geriatrics for specialists,Book chapter,1
4495,Geriatrics and gerontology international,Letter,1
4494,Geriatrics and gerontology international,Editorial,1
4489,Geriatrics,Editorial,1
4487,Geriatric ophthalmology: a competency-based approach: second edition,Book chapter,1
4486,Geriatric ophthalmology: a competency-based approach: second edition,Book,1
4484,Geriatric ophthalmology: a competency-based approach,Book,1
4481,Georgian medical news,Review,1
4340,Frontiers in medicine,Note,1
4479,Genomics and informatics,Article,1
4477,Genome medicine,Review,1
4476,Genome biology,Article,1
4473,Genetics of ocular diseases,Book chapter,1
4472,Genetics and molecular research : gmr,Article,1
4470,Genetics and molecular biology,Article,1
4468,Genetics and genomics of eye disease: advancing to precision medicine,Book,1
4467,Genetics,Article,1
4465,Genetic testing,Article,1
4464,Genetic diseases of the kidney,Book chapter,1
4463,Genetic and evolutionary computation: medical applications,Book chapter,1
4462,Genes and immunity,Article,1
4504,Gerontechnology,Review,1
4505,Gerontologia clinica,Article,1
4508,Gerontology and geriatric medicine,Article,1
4509,Geroscience,Review,1
4555,Graefe's archive for clinical and experimental ophthalmology,Conference paper,1
4549,"Glutathione: dietary sources, role in cellular functions and therapeutic effects",Book chapter,1
4545,Global perspectives in ocular oncology,Book chapter,1
4544,Global pediatric health,Review,1
4543,Global journal of health science,Article,1
4542,Global heart,Article,1
4541,Global health action,Article,1
4539,Glaucoma: second edition,Book chapter,1
4538,Glas. srpska akademija nauka i umetnosti. odeljenje medicinskih nauka,Article,1
4537,Giornale veneto di scienze mediche,Article,1
4536,Giornale italiano di ostetricia e ginecologia,Article,1
4534,Giornale italiano di nefrologia,Article,1
4533,Giornale italiano di medicina del lavoro,Article,1
4528,Giornale italiano di diabetologia,Conference paper,1
4526,"Giornale italiano di dermatologia e venereologia : organo ufficiale, societa italiana di dermatologia e sifilografia",Article,1
4525,Giornale italiano di dermatologia e venereologia,Letter,1
4524,Giornale italiano di cardiologia,Article,1
4523,Giornale di stomatologia e di ortognatodonzia,Article,1
4521,Giornale di dietologia diabete e nutrizione clinica,Article,1
4518,Ginekologia praktyczna,Review,1
4517,Ginekologia polska.,Review,1
4514,Gineco.eu,Review,1
4513,Ghana medical journal,Article,1
4511,Gesundheitsokonomie und qualitatsmanagement,Review,1
4510,Gesundheitsokonomie und qualitatsmanagement,Article,1
4461,Genes and genomics,Article,1
4459,Genes and development,Review,1
4458,Genes and development,Article,1
4404,Future microbiology,Review,1
4400,Future generation computer systems,Article,1
4397,Fusion: practice and applications,Article,1
4396,Fundamentals in ophthalmic practice,Book chapter,1
4395,Fundamentals in ophthalmic practice,Book,1
4394,"Fundamentals and methods of machine and deep learning: algorithms, tools, and applications",Book chapter,1
4391,Fundamental & clinical pharmacology,Article,1
4390,Functional neurology,Article,1
4389,Functional food and human health,Book chapter,1
4388,Functional and integrative genomics,Article,1
4387,Fukushima journal of medical science,Review,1
4381,Frontiers of nursing,Article,1
4379,Frontiers of medical imaging,Book chapter,1
4378,Frontiers of diabetes research: current trends in non-insulin-dependent diabetes mellitus: proceedings of the symposium on niddm: research and clinical frontiers in diabetes. ics859,Conference paper,1
4377,Frontiers in veterinary science,Review,1
4376,Frontiers in surgery,Article,1
4375,Frontiers in public health,Short survey,1
4372,Frontiers in psychology,Article,1
4368,Frontiers in physics,Article,1
4365,Frontiers in pharmacology,Erratum,1
4359,Frontiers in nutrition,Review,1
4356,Frontiers in neuroscience,Erratum,1
4352,Frontiers in neurology,Editorial,1
4349,Frontiers in neuroenergetics,Article,1
4348,Frontiers in molecular neuroscience,Short survey,1
4347,Frontiers in molecular neuroscience,Review,1
4403,Future microbiology,Article,1
4406,Fyodorov journal of ophthalmic surgery,Article,1
4453,General pharmacology,Review,1
4408,Gaceta medica de caracas,Review,1
4452,General pharmacology,Article,1
4451,General medicine,Review,1
4450,General medicine,Article,1
4448,General dentistry,Review,1
4446,General and comparative endocrinology,Review,1
4445,Geneesmiddelenbulletin,Note,1
4444,Gene therapy and regulation,Review,1
4442,Gene therapy,Editorial,1
4440,Gene reports,Review,1
4438,Gene delivery systems: development and applications,Book chapter,1
4436,Gene,Erratum,1
4434,Gender medicine,Article,1
4433,Geburtshilfe und frauenheilkunde,Short survey,1
4431,Gazzetta medica italiana archivio per le scienze mediche,Article,1
4430,Gazzetta medica italiana,Article,1
4429,Gazi university journal of science,Article,1
4424,Gastroenterology and hepatology from bed to bench,Article,1
4423,Gastroenterology,Letter,1
4421,Gastroenterologia japonica,Article,1
4420,Gaodeng xuexiao huaxue xuebao/chemical journal of chinese universities,Article,1
4417,Galicia clinica,Article,1
4416,Galactose: structure and function in biology and medicine,Book chapter,1
4415,Gait and posture,Review,1
4412,Gaceta médica de méxico,Article,1
4411,Gaceta medica espanola,Article,1
4045,Experimental and clinical endocrinology and diabetes,Editorial,1
4043,"Experimental and clinical endocrinology & diabetes : official journal, german society of endocrinology [and] german diabetes association",Article,1
4042,Experimental and clinical endocrinology,Conference paper,1
3743,Embo molecular medicine,Note,1
3769,Endocrine development,Review,1
3765,Endocrine and metabolic science,Review,1
3764,Endocrine and metabolic science,Article,1
3763,Endocrine,Short survey,1
3756,"Encyclopedia of gastroenterology, second edition",Book chapter,1
3754,Encyclopedia of cardiovascular research and medicine,Book chapter,1
3753,Encyclopedia of biomedical gerontology,Book chapter,1
3752,Encyclopedia of biomedical engineering,Book chapter,1
3751,Emirates medical journal,Article,1
3748,Emergency medicine journal,Note,1
3746,Emergency medicine,Article,1
3745,Emc - endocrinologie,Short survey,1
3739,Electrophoresis,Review,1
3844,Environmental science and pollution research,Article,1
3737,Electronics letters,Article,1
3735,Electronic notes in theoretical computer science,Article,1
3734,Electronic letters on computer vision and image analysis,Article,1
3731,Electromagnetic biology and medicine,Conference paper,1
3726,Einstein quarterly journal of biology and medicine,Article,1
3725,"Einstein (são paulo, brazil)",Article,1
3724,"Einstein (sao paulo, brazil)",Editorial,1
3722,Egyptian liver journal,Article,1
3721,Egyptian journal of radiology and nuclear medicine,Article,1
3720,Egyptian journal of otolaryngology,Article,1
3715,Egyptian journal of basic and applied sciences,Article,1
3713,Efort open reviews,Article,1
3771,Endocrine journal,Letter,1
3772,Endocrine journal,Note,1
3774,Endocrine pathology,Article,1
3779,Endocrine practice : official journal of the american college of endocrinology and the american association of clinical endocrinologists,Article,1
3841,Environmental health and preventive medicine,Article,1
3840,Environment international,Article,1
3838,Entret.bichat ther.,Article,1
3836,Engineering with computers,Article,1
3834,Engineering letters,Article,1
3833,Engineering applications of artificial intelligence,Article,1
3832,Engineering and applied science research,Article,1
3830,Eneurologicalsci,Article,1
3829,Eneuro,Note,1
3828,Endothelium: journal of endothelial cell research,Conference paper,1
3826,Endothelial cytoskeleton,Book chapter,1
3818,Endocrinology research and practice,Article,1
3816,"Endocrinology and metabolism, supplement",Article,1
3810,Endocrinology and metabolism,Conference paper,1
3808,Endocrinology and diabetes: a problem-oriented approach,Book chapter,1
3807,Endocrinology and diabetes: a problem oriented approach: second edition,Book chapter,1
3805,Endocrinology (united states),Note,1
3804,Endocrinology (united states),Article,1
3801,Endocrinology,Review,1
3797,Endocrinologist,Letter,1
3794,Endocrinologia y nutricion,Short survey,1
3792,Endocrinologia y nutricion,Letter,1
3788,Endocrinologia,Article,1
3787,Endocrine-related cancer,Review,1
3786,"Endocrine, metabolic and immune disorders - drug targets",Short survey,1
3712,Eei 2022 - 4th international conference on electronic engineering and informatics,Conference paper,1
3711,Eeg-emg zeitschrift fur elektroenzephalographie elektromyographie und verwandte gebiete,Article,1
